,place,lat,lon
1435,the St. Francis,45.5172087,-122.6844251
1436,the States of West Virginia,38.8889188,-77.0403374
1437,Pittsburg,34.9327085,-95.7625858
1438,Chico County,39.7284945,-121.8374777
1439,Tulsa,36.1563122,-95.9927516
1440,"the District of Columbia1,138,836.412,611,163.59For",,
1441,Rio Grande,29.74434,-102.67467
1442,Salt Lake,40.6632297,-111.9103124
1443,the Territories of Utah,,
1444,PENDLETON,38.6914606,-84.3689142
1445,the State of Vermont,40.7129211,-73.6138354
1446,on?&nbsp,,
1447,Congressand,,
1448,The Southern States,39.2047185,-76.0524407
1449,Sumatra,-0.1432942,101.6241024
1450,Porto,41.1502195,-8.6103497
1451,Labrador,55.0,-69.0
1452,Oldenburg,53.1389753,8.2146017
1453,Namibia,-23.2335499,17.3231107
1454,Colon,41.2974531,-96.6094912
1455,the Plymouth Bay Colony,,
1456,River,51.1410065,1.2748111
1457,the Republic of New Granada,,
1458,Curzon Line,,
1459,Trump:&nbsp,,
1460,Szechuen,50.9000409,-1.404155
1461,Pacific Coast,33.7894805,-118.1893842
1462,America.&nbsp;The United States,,
1463,San Francisco,37.7879363,-122.4075201
1464,Old West,41.1387091,14.3132347
1465,Lake PontChartrain,30.2050633,-90.0967594
1466,Pacific States,46.6863501,-123.7318743
1467,I'll,-11.8290641,-77.1230555
1468,S.C.,33.6874388,-80.4363743
1469,Kansas City,39.100105,-94.5781416
1470,the Far Northwest,38.8918664,-77.0153605
1471,the West Bank,-33.5941667,22.1911111
1472,Singapore,1.357107,103.8194992
1473,Cameroon,4.6125522,13.1535811
1474,Luxembourg,49.8158683,6.1296751
1475,the Potomac River,39.0739106,-77.427643
1476,St. Michael,63.4722085,-162.1015224
1477,St. Augustine,40.7183728,-90.4109616
1478,Europe.</span,,
1479,the Latin Union,,
1480,St. George,37.1098772,-113.5832063
1481,Pedernales River,18.1456912,-71.7585325
1482,Office,17.9925938,-76.9287471
1483,the Republic of Brazil,-30.0394344,-51.2022964
1484,Habana,23.135305,-82.3589631
1485,Fort Sumter,32.7520978,-79.8750861
1486,Spanish America,30.6754503,-87.9040269
1487,Potomac,39.0180508,-77.1956331
1488,Bethlehem,-1.45056,-48.4682453
1489,power&mdash;is,,
1490,wage.</span,,
1491,the Bay of Islands,46.0843917,-81.7944823
1492,the State of Louisiana,40.8560765,-73.9011762
1493,South Africa,-28.8166236,24.991639
1494,Congresssince,,
1495,Switzerland,46.7985624,8.2319736
1496,the Sea of Japan,40.5996705,140.4836943
1497,the States of California,40.0657724,-79.8918436
1498,Rio,-22.9110137,-43.2093727
1499,Adamses,,
1500,Washington Territory,43.3734986,-88.2370888
1501,the Hawaiian Islands,,
1502,Las Vegas,36.1674263,-115.1484131
1503,aspirations.</span,,
1504,"the United States,&quot",,
1505,South Yemen,51.4950672,-0.1786613
1506,St. Marys River,46.3321727,-84.181748
1507,San Juan de,18.465299,-66.116666
1508,Silicon Valley,37.4429964,-122.1545229
1509,Panama,8.559559,-81.1308434
1510,Burundi,-3.426449,29.9324519
1511,South Korea,36.638392,127.6961188
1512,South East Asia,-36.8624515,174.7207047
1513,Manila Bay,14.5830475,120.7728411
1514,Teheran,35.6892523,51.3896004
1515,Del Norte,41.7261767,-123.91328
1516,Titusville,28.6126236,-80.8079545
1517,Memphis,35.1460249,-90.0517638
1518,Europe Great Britain,,
1519,Colonies,38.9270858,-92.3635076
1520,Lockport,43.1687104,-78.696567
1521,Southwest,5.0577606,9.2289407
1522,the United States Seventh Fleet,,
1523,Miramon,43.2920456,-1.9825458
1524,Arizona,34.395342,-111.763275
1525,the San Juan,43.3220484,-3.1220553
1526,Armageddon,-45.0274109,168.6443045
1527,the Eastern Mediterranean,36.9605719,30.854842
1528,Africa,11.5024338,17.7578122
1529,the Gulf of Florida,27.8574727,-82.8463184
1530,>Middle East,39.3014159,-76.5888477
1531,the Irish Sea,38.6427353,0.0498699
1532,Horizon,49.5179943,-105.2259668
1533,North-West,-26.1347819,25.6546729
1534,the middle out.&nbsp;(Applause.)&nbsp;<br,,
1535,damage.</span><br><span,,
1536,Auckland,-36.852095,174.7631803
1537,New York State,43.1561681,-75.8449946
1538,Lubeck,53.866444,10.684738
1539,turmoil.</span,,
1540,down&mdash;we,,
1541,ARIZONA,34.395342,-111.763275
1542,Busch,49.8031656,14.3836446
1543,Bosnia it’s,44.7661334,17.205732
1544,Buenaventura,40.1766024,-4.8498756
1545,Tuzla,44.5391105,18.675193
1546,Midwest,43.411391,-106.280075
1547,the Cayman Islands,19.7198862,-79.79314
1548,the Kingdom of Saudi Arabia,-6.8638235,39.2551949
1549,Oregon,43.9792797,-120.737257
1550,St. Louis&mdash;the,,
1551,Carolina,18.3640599,-65.9526682
1552,WV,38.4758406,-80.8408415
1553,these United States,40.5358837,-74.5895895
1554,St. Domingo,41.7937389,0.8094085
1555,Sri Lanka,7.5554942,80.7137847
1556,the Bay Islands,7.4929263,-58.7794688
1557,the State of Israel,38.9427494,-77.0684287
1558,the Baltic Sound,,
1559,Chambersburg,39.9375112,-77.6612586
1560,Fort Riley,39.1714753,-96.7798588
1561,The United States of America,36.1337324,-80.2782636
1562,Chinese Empire,52.4811158,-1.9029288
1563,Austria,47.59397,14.12456
1564,Understanding,31.5355855,50.9239128
1565,Olosenga,,
1566,"class=""s1"">America",45.718616,-86.6713183
1567,ultima,-35.467942,143.2651752
1568,Independence,39.0924792,-94.4137923
1569,Bendjedid,36.8848684,7.7129586
1570,South Korea’s,36.96436,126.99843
1571,the United states,47.8291375,-122.5970742
1572,New York Herald Tribune,,
1573,Hearings,41.8957922,-87.6387807
1574,Casablanca,33.5945144,-7.6200284
1575,the Vladivostok Accord,,
1576,Chesterfield,38.6581764,-90.5680617
1577,the Pacific coast,-26.6758415,153.1136614
1578,Fairfield,39.7886111,-82.6418883
1579,Mali,16.3700359,-2.2900239
1580,South Korea.&nbsp;And,,
1581,Northeast,-21.0244816,27.5147504
1582,Stalingrad,48.8842416,2.3670741
1583,New-England,44.2057083,-70.7537839
1584,the United Mexican States,38.9007448,-77.0440189
1585,Long Island,40.8514971,-73.0994297
1586,Kosovars,,
1587,Pineville,36.7620301,-83.6949176
1588,Progressive,31.8341785,-102.3602586
1589,"Fourth,&nbsp;we",,
1590,North and South Vietnam,,
1591,Seminoles,16.7955879,-93.1185192
1592,new province,7.7777773,80.165399
1593,illusion.&nbsp;</span,,
1594,same:&nbsp,,
1595,the City of New-Orleans,-33.863568,151.2017656
1596,"the United States.</strong>


 ",,
1597,Queen City,42.9956397,-71.4547891
1598,Consul,52.4813269,-1.9054517
1599,"the United
 States",47.8291375,-122.5970742
1600,Judiciary,3.1170028,35.6036655
1601,Newtown,41.4134764,-73.3086445
1602,the Eastern Europe,49.015509,28.5084084
1603,the Southwest Pacific,38.8986457,-94.4010526
1604,Bangkok,13.7524938,100.4935089
1605,River St. John,46.5531399,-67.6979941
1606,Rhode Island,41.7962409,-71.5992372
1607,The Sunny South,34.9730363,-82.4495483
1608,The Atlantic Ocean,-34.8329983,19.9999395
1609,Mogadishu,2.0349312,45.3419183
1610,the Republic of the United States,38.9426454,-77.0669786
1611,the Gulf of Mexico,30.6886019,-88.0375623
1612,Bluffs,39.7519902,-90.5351258
1613,American Hemisphere,,
1614,Thompsons Island,41.7906701,-79.2850282
1615,Gulf coast,26.3011415,-81.797738
1616,the Northeastern States,43.039163,-87.9030526
1617,Nashville,36.1622767,-86.7742984
1618,the State of California,34.1468122,-118.0007854
1619,the Baltic Way,50.4261188,-3.6821633
1620,Damascus,39.2694729,-77.1968886
1621,the Falkland Islands,,
1622,Guam,13.4499943,144.7651677
1623,Grant,40.5114735,-85.6540606
1624,Southwest Asia,48.9121004,13.8903795
1625,the Atlantic Missile Range,,
1626,Havana,23.135305,-82.3589631
1627,the Kennedy Round,,
1628,Rangoon,16.7967129,96.1609916
1629,Jalalabad,34.430195,70.460128
1630,Rio Janeiro,-22.9110137,-43.2093727
1631,King Humbert,-16.6844778,124.826319
1632,Darmstadt,49.872775,8.651177
1633,Whittier,33.9749136,-118.0338664
1634,the Republic of the United States of Colombia,,
1635,Greater Syria,51.4998149,-0.1549089
1636,Minnesota,45.9896587,-94.6113288
1637,Bulfinchs Harbor,,
1638,the Lena River,53.9337056,108.0849106
1639,half.</span,,
1640,El Dorado,38.7574137,-120.5276129
1641,Indonesia,-2.4833826,117.8902853
1642,Alleghenies,40.3166798,-80.1553993
1643,North America,51.0000002,-109.0
1644,Greet County,27.96098,-82.1710298
1645,the Ohio River,37.8413283,-87.5939163
1646,the Panama Canal Zone,,
1647,Red America,40.6775931,-77.6259185
1648,cuentapropistas,23.0899431,-82.3791668
1649,they’re&nbsp;under&nbsp;[over,,
1650,Anarchist,49.0532649,-119.4142859
1651,Johannesburg,-26.205,28.049722
1652,the White River,53.8004301,-6.4862108
1653,the Botanic Garden,45.4710353,9.1896991
1654,need.&nbsp,,
1655,the Japanese Empire,,
1656,the District of Columbia Board of Commissioners,,
1657,King George,38.2786312,-77.175356
1658,Minneapolis,44.9772995,-93.2654692
1659,Tiergarten,50.3410664,6.9565019
1660,Naos,-23.206613,16.7679753
1661,States of South Carolina,32.7772191,-79.9271608
1662,Chili,-31.7613365,-71.3187697
1663,Guayama,18.0179594,-66.1465019
1664,the Virgin Islands,17.7547691,-64.6819374
1665,the Pacific States,46.6863501,-123.7318743
1666,Gulf States,35.5577724,-79.2854845
1667,Richford,44.9965604,-72.671942
1668,The Ottoman Empire,40.025794,30.1792611
1669,North Atlantic,14.0557499,-83.7475765
1670,Mazar,36.4792745,76.8598349
1671,TURKEY,39.294076,35.2316631
1672,North Eastern,1.0551081,40.2142534
1673,conditioner.</span,,
1674,Ecuador,-1.3397668,-79.3666965
1675,Aleutian Islands,54.7209351,-164.0408092
1676,Big Lie,31.7977881,34.7673523
1677,Old Point Comfort,34.4152759,-117.8336737
1678,Viet-Nam,15.9266657,107.9650855
1679,Floridas,57.1879768,27.0605473
1680,the States of New York,36.9889428,-88.9525629
1681,Country,-24.9380555,-53.4492587
1682,Xi'an,34.261004,108.9423363
1683,Chatham,31.9668887,-81.0626008
1684,Giddings,30.1830498,-96.9366112
1685,Articles,49.7460923,13.3739219
1686,Moscow,55.625578,37.6063916
1687,New Beginning,33.5838308,-101.853514
1688,the Art of War,-33.8687598,151.2167881
1689,Countries,62.9182641,18.7202869
1690,North Korea.&nbsp,,
1691,alone.</span,,
1692,Continental Europe,48.4364348,-122.3265217
1693,Southern States,38.0371964,-78.4825274
1694,Bavaria,48.9467562,11.4038717
1695,the District of Kentucky,38.8889634,-77.0407617
1696,Tunisia.&nbsp,,
1697,Philippines,12.7503486,122.7312101
1698,Damocles,43.5909444,-5.7626604
1699,Central Asia,3.1624869,101.7125461
1700,the North and South Pacific,,
1701,the gulf coast,30.4725975,-87.1880859
1702,Gloucester,51.8653705,-2.2458192
1703,Comptroller,38.8837889,-77.0215151
1704,Scythia,37.8219963,-86.9052698
1705,San Jose,37.3361663,-121.890591
1706,the White Mountains,-33.6707536,150.6083306
1707,Colorado Springs,38.8339578,-104.825348
1708,Eaton,42.5935964,-84.8443666
1709,thumpin’,,
1710,bodies--,48.1286951,-1.7036565
1711,Bulgaria,42.6073975,25.4856617
1712,Mekong,20.0566065,101.9933152
1713,South Viet-Nam,-22.2595394,166.4465984
1714,Curtain,38.3036646,-80.6295951
1715,Greece,38.9953683,21.9877132
1716,Baltimore,39.2908816,-76.610759
1717,Asia,51.2086975,89.2343748
1718,the Rocky Mountain States,,
1719,beholden,12.0177369,-83.762899
1720,UAE,24.0002488,53.9994829
1721,believe.&nbsp;And,,
1722,Estonia,58.7523778,25.3319078
1723,Khrushchev,51.917786,52.076374
1724,Lake Nicaragua,11.5738699,-85.3126209
1725,the States of Guatemala,18.3521007,-67.0081197
1726,profit.</span,,
1727,the Caribbean Sea,12.1382192,-68.8318642
1728,Communism.</span,,
1729,Green Bay,44.5126379,-88.0125794
1730,the Great Republic's,1.2820032,103.8453195
1731,Oakmulgee,32.7965164,-87.0438819
1732,"the Republic, D. Patricio Rivas",,
1733,sovereignty.&nbsp;And,,
1734,USSR,46.3421653,48.0254474
1735,British North America,41.9076633,-87.648797
1736,stamps.&nbsp;The United States,,
1737,McKay,45.4995738,-118.6158049
1738,Sparta,37.0811114,22.4248474
1739,Shreveport,32.5135356,-93.7477839
1740,St. James,51.5051535,-0.137689
1741,Wichita,37.6922361,-97.3375448
1742,Darien,41.0787079,-73.4692873
1743,Costa Rica,10.2735633,-84.0739102
1744,the Illinois River,41.3247608,-88.7156934
1745,Sound,55.7844018,12.7192708
1746,Bizerte,37.2720905,9.8708565
1747,East Austria,47.9254628,15.9201981
1748,Alabamas,53.4810822,-2.2337457
1749,Red China,36.4592083,-97.1789322
1750,Malta,35.9311442,14.3951627
1751,Bicentennial,36.1711123,-86.7876691
1752,east Africa,57.719512,11.94776
1753,the Governments of Germany,,
1754,Soweto,-26.2227778,27.89
1755,Walnut Hills,39.1256891,-84.4932249
1756,Tripolitania,51.0450503,13.7377081
1757,Bolsheviks,53.8511458,27.5684639
1758,Brussels,50.8467372,4.352493
1759,the North 15,35.4534383,-84.6027698
1760,Eleventh,35.7652662,51.430968
1761,life.&nbsp,,
1762,Baghdad,33.3061701,44.3872213
1763,Alhajuela,-1.051719,-80.281509
1764,Wuhan,30.5611595,114.2889707
1765,the Bay of Honduras,,
1766,Port,46.1635975,5.5710285
1767,Veterans Choice,14.6560913,121.0268439
1768,omitted&mdash;we,,
1769,the Allegany Mountains,,
1770,these:&nbsp,,
1771,the Inaugural Parade,,
1772,Earth,34.2331373,-102.4107493
1773,St. Charles,41.9139808,-88.3128183
1774,Negroes,41.7412557,-7.783486
1775,the Cape of Good Hope,52.4558055,-2.4233006
1776,Asia Minor,39.0,32.0
1777,the Argentine Republic,38.9114155,-77.0423782
1778,New Haven,41.3082138,-72.9250518
1779,the Kingdom of the Two Sicilies,,
1780,the Soviet Union,56.3456965,43.844463
1781,St. Martin,18.0814066,-63.0467131
1782,Victoria,-36.5986096,144.6780052
1783,Jamal,69.9282373,69.7144002
1784,the Island Empire,-41.3370426,174.7723744
1785,Buffalo,42.8864163,-78.8781493
1786,goal.</span,,
1787,VX,51.5329706,-0.1196086
1788,Ottawa,45.4208777,-75.6901106
1789,Santa Clara,37.3541132,-121.955174
1790,North or South,43.9153931,-123.0189739
1791,Bundeswehr,47.7291979,12.8598487
1792,Yorktown,37.2356655,-76.5136495
1793,NC,35.6729639,-79.0392919
1794,Soleimani,29.6583034,52.4931504
1795,Karbala,32.5984057,44.0157931
1796,Sandwich Islands,19.5895548,-155.4486983
1797,Portuguese America,40.7748562,-73.9773449
1798,Kingston,17.9712148,-76.7928128
1799,the United States.<br,40.4180873,-74.3062089
1800,the Republic of Mexico,19.4332918,-99.1781639
1801,south east,18.2973566,-72.3745698
1802,Kampala,0.3177137,32.5813539
1803,Bronx,40.8466508,-73.8785937
1804,Hatteras,35.2252064,-75.5279144
1805,Bethesda,38.9812726,-77.1233587
1806,the NATOization of Finland,,
1807,Pacific states,46.6863501,-123.7318743
1808,Ashlee,39.8575055,-84.5431264
1809,PHILIPPINES,12.7503486,122.7312101
1810,the united counsel,,
1811,the State of Tennessee,36.1857682,-85.4852201
1812,Fort McHenry,39.2637078,-76.5803245
1813,Tijuana,32.5317397,-117.019529
1814,Central,14.6446934,121.0504257
1815,Barrasso,43.7888763,-79.6215928
1816,businesses&nbsp;and,,
1817,Fulton,34.0581147,-84.2961712
1818,Avenue,38.2562405,-76.7677453
1819,the Upper Mississippi,43.1390137,-91.1851286
1820,Unalaska,53.8735828,-166.5328654
1821,NY,43.1561681,-75.8449946
1822,Tuskegee Airmen,32.4563306,-85.6817511
1823,Peking,40.190632,116.412144
1824,successas,,
1825,Plymouth beach,41.9697891,-70.6441616
1826,’s,47.7981346,13.0464806
1827,Utica,43.1009031,-75.2326641
1828,Madagascar,-18.9249604,46.4416422
1829,sea coast,35.8417818,14.5452152
1830,the Yukon River,64.0723191,-139.4380866
1831,Hamburg,53.550341,10.000654
1832,Oswego,43.4112973,-76.1279841
1833,Ethiopia,10.2116702,38.6521203
1834,Arizona.&nbsp,,
1835,the North West,52.9559076,-1.1557387
1836,the south coast,33.0334022,-117.2905339
1837,North Korea?<br,-15.8359118,-47.8288536
1838,Richardson,32.9481789,-96.7297206
1839,Southern Africa,37.8750917,-122.2375211
1840,Holston,36.7773306,-82.0829088
1841,ein Berlin,52.5024885,13.4094945
1842,partnership.</span,,
1843,vote.</span,,
1844,pagan,21.1317111,94.8623644
1845,Finland,63.2467777,25.9209164
1846,Upper California,38.5703618,-121.5117538
1847,Texas,31.2638905,-98.5456116
1848,NRA,-34.7041288,146.5117954
1849,Amsterdam,52.3730796,4.8924534
1850,Rafah,31.2752047,34.2558269
1851,Alaska,64.4459613,-149.680909
1852,East-West,-10.6079434,142.2684492
1853,Postmaster General,9.9762203,76.2929969
1854,Louisiana.&nbsp,,
1855,purpose.</span,,
1856,Hungary,47.1817585,19.5060937
1857,Sugar,-4.8780841,145.7972206
1858,the City of Washington,38.930651,-77.0705952
1859,west and,51.5711757,-1.8217173
1860,El,38.915304,-99.3172531
1861,United  States,39.7837304,-100.445882
1862,CR,10.2735633,-84.0739102
1863,Sargent Shriver,39.0613868,-77.0798158
1864,Mississippi Rivers,39.548248,-91.153628
1865,the United Spates,,
1866,"the United Nations.</span>
<p class=""p1""><span",,
1867,Central and South American,47.5181151,19.0739137
1868,IA,41.9216734,-93.3122705
1869,Hanford,36.3277959,-119.6461565
1870,Europe Spain,39.5079538,2.5315622
1871,Hewitt,31.4623065,-97.1957023
1872,Kosovo,42.5869578,20.9021231
1873,Kenton,38.9252546,-84.5331967
1874,Riyadh,23.333333,45.333333
1875,Cienfuegos,22.1459864,-80.4530775
1876,the States of South America,38.6341584,-90.2922982
1877,the Empire of China,24.8550545,102.6118227
1878,the Oriental Republic of Uruguay,38.9015546,-77.0441498
1879,the Empire of,51.3821247,-2.3577565
1880,Michigan.&nbsp,,
1881,the States of this Union,,
1882,Fort Washington,38.7379938,-77.0043036
1883,East Prussia,40.0823832,-75.401418
1884,The Mexican Republic,,
1885,The States of Louisiana,38.8898528,-77.0407533
1886,Susquehanna,41.9439867,-75.6041902
1887,North Chicago,42.327724,-87.8394189
1888,the States of Costa Rica,38.9139155,-77.0478692
1889,Malia,34.8166632,32.7827114
1890,the Province of New Brunswick,,
1891,the Massachusetts Bay Colony,,
1892,Lake Tahoe,39.0885405,-120.0503528
1893,Pomona,34.0553813,-117.7517496
1894,Dhaka,23.7643863,90.3890144
1895,Magyar,47.1817585,19.5060937
1896,Rock Island,41.4411786,-90.5766144
1897,Fall River,41.7010642,-71.1546367
1898,Dillon,34.4014089,-79.3864339
1899,Strong,33.1103602,-92.3565792
1900,Portland,45.5202471,-122.674194
1901,Denmark,55.670249,10.3333283
1902,the Delaware River,44.9716105,-93.2217586
1903,the South Atlantic,-15.9428484,-5.7086564
1904,UK,54.7023545,-3.2765753
1905,Legislatures,30.27533,-97.73936
1906,Polish.&nbsp,,
1907,York,53.9656579,-1.0743052
1908,Liverpool,53.4071991,-2.99168
1909,notes&nbsp,,
1910,the Tyrrhenian Sea,,
1911,Xinjiang,42.4804953,85.4633464
1912,"North, East",35.4534328,-84.6029391
1913,Nebr.,41.7370229,-99.5873816
1914,Brandon,46.3527084,4.5776087
1915,nation:&nbsp,,
1916,the Far West,52.0666715,4.3887003
1917,Pearl River,23.0160522,113.2099364
1918,turn&nbsp,,
1919,Lake Erie,42.1432251,-81.2394356
1920,Plymouth Beach,41.9697891,-70.6441616
1921,the Red Sea,45.4004951,-77.5371217
1922,Cuba,23.0131338,-80.8328748
1923,the Tachen Islands,,
1924,Jefferson,29.834772,-94.1704496
1925,dollars.&nbsp;</span,,
1926,the Sultan of Acheen,,
1927,Dauphin Island,30.2542022,-88.1124817
1928,County Tipperary,52.6848215,-7.8981472
1929,Santa Maria,-29.6860512,-53.8069214
1930,this:&nbsp,,
1931,"the Empire of Japan.<br />
",,
1932,west longitude,40.6220549,-111.9358209
1933,Little Rock,34.7465071,-92.2896267
1934,Western States,39.2225089,-120.1822075
1935,Kandahar,31.6205738,65.7157573
1936,Chernobyl,51.2705477,30.2195609
1937,Idlib Province,,
1938,the Lower Colorado,39.8680668,-105.7824868
1939,the Norman Borlaugs,,
1940,Fort Stanwix,43.210575,-75.4552873
1941,concession.&nbsp,,
1942,beings.&nbsp,,
1943,Alsace,33.98279,-118.4123635
1944,Fort Lauderdale,26.1223084,-80.1433786
1945,Britain,54.3151594,-1.9181532
1946,the Colombian Republic,50.8081834,4.3850761
1947,Ala.,33.2588817,-86.8295337
1948,Hudson,40.7381635,-74.0550731
1949,Elyria,41.3673191,-82.1073583
1950,continent.</span,,
1951,the Pacific area.</span,,
1952,Serbia,44.0243229,21.0765743
1953,Valley Forge,40.0970507,-75.4696358
1954,Meantimewe,,
1955,the Republic of France,48.8592175,2.3154689
1956,Patton,40.6339561,-78.6503006
1957,France,46.603354,1.8883335
1958,construction.</span,,
1959,Fresno,36.7394421,-119.78483
1960,Somalia,8.3676771,49.083416
1961,America—2 percent,42.7002537,-111.6510252
1962,Roosevelt,48.3069516,-104.9709901
1963,Western Germany,52.7191724,7.2284994
1964,Sicilies,41.3892588,2.1797139
1965,Caribbean States,17.6909358,-64.8673971
1966,Sofia,42.6977028,23.3217359
1967,Zanjon,29.5968968,-110.9378742
1968,Sarajevo,43.8570713,18.4126147
1969,Plimpton,42.3972783,-71.3388903
1970,Bagram,34.9333734,69.2341077
1971,Gotham City,37.5274661,-118.573983
1972,The Pacific Ocean Area,,
1973,Magna Charta,53.6960016,-0.3598244
1974,Tia Juana,10.2587904,-71.3613919
1975,the State of Georgia,40.2721161,24.2348638
1976,Hongkong,22.2792968,114.1628907
1977,Lianna,36.0880019,-115.2923534
1978,Douglas,39.7628415,-88.2170516
1979,the Yukon Valley,,
1980,the Mississippi River,35.159663,-90.0497641
1981,Strasbourg,48.584614,7.7507127
1982,Mare Island,38.0922265,-122.2704665
1983,’s United States,40.7489457,-73.9680842
1984,North Vietnam's,35.4355229,-94.4737337
1985,New Jersey,40.0757384,-74.4041622
1986,the American States,39.7837304,-100.445882
1987,"North or South, East",,
1988,Cape Town,-33.9288301,18.4172197
1989,Warroad,48.905266,-95.314404
1990,Raqqa,35.949678,39.0089212
1991,the States of Alabama,33.2120822,-87.5396735
1992,worldly--,21.6847287,108.3582797
1993,Ghana,8.0300284,-1.0800271
1994,Hazarajat,,
1995,P.S.,52.3706915,4.8843048
1996,the Eastern States,43.039163,-87.9030526
1997,Newark,40.735657,-74.1723667
1998,the People's Republic of China,22.4692044,113.9993471
1999,the River Potomack,,
2000,Gulf,29.9665252,-85.2175889
2001,Frankfurt,50.1106444,8.6820917
2002,North Korea,40.3736611,127.0870417
2003,Clarke,33.9458693,-83.3557816
2004,Quebec,52.4760892,-71.8258668
2005,Southern Italy,45.5705104,11.5250575
2006,Pacific Oceans,36.8555585,-75.9787699
2007,the States of Central America,33.4474875,-112.0707965
2008,Sierras,42.45387,-1.8764636
2009,Louisana,29.9230819,-94.0181218
2010,transitu,-8.5564247,125.5797204
2011,Vineland,39.4862777,-75.0254256
2012,Egypt.&nbsp,,
2013,German Empire,37.6397318,-120.8488856
2014,Gotha,50.9494849,10.7014435
2015,the Hague Tribunal,52.1003633,4.285897
2016,Managua,12.1547116,-86.273725
2017,North and South Atlantic,,
2018,Sahara,22.25,9.8
2019,Conor,36.7130435,3.2223201
2020,Connecticut River,43.4771043,-72.3814754
2021,Williamsburg,37.2708788,-76.7074042
2022,Brazil,-10.3333333,-53.2
2023,decision.&nbsp;</span,,
2024,the Bay of Fundy,45.0964967,-64.4064606
2025,Nova Scotia,45.1960403,-63.1653789
2026,Porto Rico,18.2247706,-66.4858295
2027,Guatemala,15.5855545,-90.345759
2028,Angola,-11.8775768,17.5691241
2029,the Chinese Empire,38.674596,-77.334301
2030,the Del Norte,38.9176887,-77.048232
2031,Palmerston,-18.0417525,-163.1554077
2032,the Tuskeegee Airmen,,
2033,San Jose de Guatemala,14.5448799,-91.6745665
2034,education.</span,,
2035,Center,31.7952814,-94.1803576
2036,Md.,47.2879608,28.5670941
2037,the Kingdom of God,-33.926578,18.4253405
2038,Tuberculosis,7.7638352,4.54746
2039,British Honduras,17.1204943,-88.6859028
2040,Cologne,50.938361,6.959974
2041,the South Africans,,
2042,Alabama.</span,33.6145873,-86.2818484
2043,Ill.,40.0796606,-89.4337288
2044,Byelorussia,53.4250605,27.6971358
2045,Central and Eastern Europe,,
2046,Delta,33.3926893,-95.6749486
2047,Bessemer,33.4017766,-86.954437
2048,the Georgian Bay,42.6823335,-83.2384815
2049,new Republic,54.8971756,23.9131855
2050,mountain ridge,30.3850601,-97.7553495
2051,Des Moines,41.5868654,-93.6249494
2052,the Kingdom of Hawaii,,
2053,communications.</span,,
2054,Munich,48.1371079,11.5753822
2055,Bulgar,15.4454424,26.3768271
2056,Equador,-1.3397668,-79.3666965
2057,Catoctin,39.648747,-77.4650948
2058,The Malayan Peninsula,,
2059,Lake Champlain,44.3214254,-73.319416
2060,Nagasaki,33.1154683,129.7874339
2061,Chickasaw,43.05994,-92.316679
2062,this Pearl Harbor,,
2063,dear:</span><br><br><span,,
2064,St. Lawrence Bay,51.7179811,0.8347107
2065,London,51.5074456,-0.1277653
2066,the Western Hemisphere,45.4195916,-75.7083777
2067,ACTION,42.1200752,12.1263779
2068,the People's Republic,35.1604094,33.3254164
2069,Bibles,52.0812212,-0.0976777
2070,Nehru,28.5401668,77.1645601
2071,whigs,35.7593536,-81.9241583
2072,Tutsi,41.5060613,2.3897014
2073,East Kingston,42.925644,-71.0167243
2074,Archipelago,38.0622276,25.7205887
2075,San Salvador,13.697629,-89.191156
2076,Ramadi,33.4259859,43.2999218
2077,Jamaica,18.1850507,-77.3947693
2078,Exposition,48.0081944,0.2011935
2079,Eastern Germany,53.3725785,7.4392346
2080,Malana,32.0618005,77.260022
2081,Cape,16.0000552,-24.0083947
2082,Fort Bridger,41.3167955,-110.3924852
2083,Presquille,29.5645429,-90.6474179
2084,Naval,42.1947793,0.1518008
2085,Bonaco,12.1436855,-68.2725445
2086,mission:&nbsp,,
2087,the Gulf area,30.4062519,19.5786677
2088,Pine Street,40.7080195,-74.0107341
2089,Foggia,41.5028106,15.4528939
2090,republican America,36.0823799,-77.059958
2091,"class=""s1"">To",31.7333135,118.8752016
2092,Antietam,39.415501,-77.7378746
2093,Indochina,16.0699874,108.2245499
2094,Rockies,43.3578532,-110.917506
2095,Governors Island,40.6886536,-74.018276
2096,the North Pole,51.500958,-0.0233912
2097,weapon.</span,,
2098,the Republic of Poland,52.2096367,20.7958438
2099,Milwaukee,43.0386475,-87.9090751
2100,Great Britain's,51.4491481,-2.6090877
2101,KKK,53.4102903,10.4095775
2102,The Soviet Union,56.3456965,43.844463
2103,the Governments of Guatemala,,
2104,Tanzania,-6.5247123,35.7878438
2105,the Republic of Salvador,-8.8232658,13.2370568
2106,Catherine.&nbsp,,
2107,Isra,32.8546282,36.2420324
2108,Roscoe,42.4133505,-89.0092742
2109,Marsha,42.2925665,-85.1543859
2110,Londonderry,54.9978678,-7.3213056
2111,Morocco,28.3347722,-10.3713379
2112,Uruguay,-32.8755548,-56.0201525
2113,Hyannis Harbor,41.6362804,-70.2884497
2114,South Vietnam,52.5398428,13.4117863
2115,New Jersey's,39.1066148,-74.8796413
2116,the United Stages,,
2117,the Republic,52.4813269,-1.9054517
2118,Armagh,54.3161086,-6.7189182
2119,Jersey,39.0848464,-90.3303344
2120,States181Southern States,,
2121,the Territories of,45.4187302,-75.7076662
2122,Malaria,14.7696106,121.079721
